 ,,,,,,,For Andrew ,,,For Andrew ,For Andrew ,For Andrew ,For Andrew ,,
Date,SKU,Style,Color,Size,Quantity,In/Out,"Processed
(Stocky)",Notes (LightSpeed Return or Damaged),Your Name,FC Batch / INV #,FC Control #,SHOPIFY,"Processed
(FC)",,
3/20/2021,VW226,Halo Essential Hoodie,HCC,XL,1,In,TRUE,Lightspeed Return Giftcard,JL,1479,2383,1570,TRUE,,
3/20/2021,V412,Ripstop Pant,ARM,M,1,In,TRUE,Lightspeed Return Giftcard,JL,1479,2383,1570,TRUE,,
3/20/2021,VW339,Halo Performance Short,HTG,M,1,In,TRUE,Lightspeed Return Giftcard,JL,1479,2383,1570,TRUE,,
3/20/2021,VW323,Daily Legging,CCL,S,1,In,TRUE,Lightspeed Return Giftcard,JL,1479,2383,1570,TRUE,,
3/20/2021,VW364,Womens Ripstop Short,ARM,M,1,In,TRUE,Lightspeed Return Giftcard,JL,1479,2383,1570,TRUE,,
3/20/2021,V367,"Kore Short 5""",ORF,M,1,In,TRUE,Lightspeed Return Giftcard,JL,1479,2383,1570,TRUE,,
3/20/2021,V366,"Banks Short 5""",KMD,M,1,In,TRUE,Lightspeed Return Giftcard,JL,1479,2383,1570,TRUE,,
3/20/2021,V434,Ripstop Traveler Jogger,DOR,S,1,In,TRUE,Lightspeed Return Giftcard,JL,1479,2383,1570,TRUE,,
3/20/2021,V330,Banks Short,MIL,M,1,In,TRUE,Lightspeed Return Giftcard,JL,1479,2383,1570,TRUE,,
3/20/2021,VW323,Daily Legging,CCL,M,1,In,TRUE,Lightspeed Return Giftcard,JL,1479,2383,1570,TRUE,,
3/20/2021,V416,Sunday Performance Jogger,HCC,S,1,In,TRUE,Lightspeed Return Giftcard,JL,1479,2383,1570,TRUE,,
3/20/2021,VW123,Energy Top ,ORE,M,1,In,TRUE,Lightspeed Return Giftcard,JL,1479,2383,1570,TRUE,,
3/20/2021,V370,Ripstop Short,CCL,S,1,In,TRUE,Lightspeed Return Giftcard,JL,1479,2383,1570,TRUE,,
3/20/2021,V416,Sunday Performance Jogger,CCL,S,1,In,TRUE,Lightspeed Return Giftcard,JL,1479,2383,1570,TRUE,,
3/20/2021,VW323,Daily Legging,BLK,S,1,In,TRUE,Lightspeed Return Giftcard,JL,1479,2383,1570,TRUE,,
3/20/2021,V352,Agility Short,SEA,M,1,In,TRUE,Lightspeed Return Giftcard,JL,1479,2383,1570,TRUE,,
3/20/2021,VW303-L,Performance Jogger - Long,HTG,L,1,In,TRUE,Lightspeed Return Giftcard,JL,1479,2383,1570,TRUE,,
3/20/2021,V224,Ponto Crew,HCC,S,1,In,TRUE,Lightspeed Return Giftcard,JL,1479,2383,1570,TRUE,,
3/20/2021,VW303-L,Performance Jogger - Long,HTG,L,1,Out,TRUE,Damaged,JL,1532279,,1569,TRUE,,
3/20/2021,V352,Agility Short,SEA,M,1,Out,TRUE,Damaged,JL,1532279,,1569,TRUE,,
3/20/2021,VW323,Daily Legging,BLK,S,1,Out,TRUE,Damaged,JL,1532279,,1569,TRUE,,
3/20/2021,V416,Sunday Performance Jogger,CCL,S,1,Out,TRUE,Damaged,JL,1532279,,1569,TRUE,,
3/20/2021,V412,Ripstop Pant,ARM,M,1,Out,TRUE,Damaged,JL,1532279,,1569,TRUE,,
3/20/2021,VW303,Performance Jogger,BLK,S,1,Out,TRUE,Damaged,JL,1532279,,1569,TRUE,,
3/20/2021,VW303,Performance Jogger,BCM,XS,1,Out,TRUE,Damaged,JL,1532279,,1569,TRUE,,
3/20/2021,V178,LS Strato Tech Tee,HOX,XL,1,Out,TRUE,Damaged,JL,1532279,,1569,TRUE,,
3/20/2021,V126,Strato Tech Tee,HCC,XL,1,Out,TRUE,Damaged,JL,1532279,,1569,TRUE,,
3/20/2021,V101,Tuvalu Tee,SAL,XL,1,Out,TRUE,Damaged,JL,1532279,,1569,TRUE,,
3/20/2021,V412,Ripstop Pant,KHK,L,1,Out,TRUE,Damaged,JL,1532279,,1569,TRUE,,
3/21/2021,VW409,Clean Elevation Legging ,BCM,XS,1,Out,TRUE,Damaged,GV,1532279,,1569,TRUE,,
3/21/2021,VW323,Daily Legging,DSK,M,1,Out,TRUE,Damaged,GV,1532279,,1569,TRUE,,
3/21/2021,VW409,Clean Elevation Legging,HBC,S,1,Out,TRUE,Damaged,GV,1532279,,1569,TRUE,,
3/21/2021,VW303,Performance Jogger,HCE,S,1,Out,TRUE,Damaged,GV,1532279,,1569,TRUE,,
3/21/2021,V126,Strato Tech Tee,HPT,L,1,Out,TRUE,Damaged,GV,1532279,,1569,TRUE,,
3/23/2021,VW418,Daily Jogger,ORE,L,1,Out,TRUE,Damaged,SL,1548147,,1598,TRUE,,
3/23/2021,VW323,Daily Legging,BLK,L,1,Out,TRUE,Damaged,SL,1548147,,1598,TRUE,,
3/23/2021,VW323,Daily Legging,BLK,S,1,Out,TRUE,Damaged,SL,1548147,,1598,TRUE,,
3/23/2021,VW427,Lux Harem,BLK,M,1,Out,TRUE,Damaged,SL,1548147,,1598,TRUE,,
3/23/2021,V416,Sunday Performance Jogger,OXB,M,1,Out,TRUE,Damaged,SL,1548147,,1598,TRUE,,
3/23/2021,V418,Ponto Pant ,HTI,L,1,Out,TRUE,Damaged,SL,1548147,,1598,TRUE,,
3/23/2021,VW123,Energy Top ,BLK,S,1,Out,TRUE,Damaged,SL,1548147,,1598,TRUE,,
3/23/2021,VW350,Outerlands Mid Rise Leggings,HNV,XL,1,Out,TRUE,Damaged,SL,1548147,,1598,TRUE,,
3/23/2021,VW409,Clean Elevation Legging ,BCM,S,1,Out,TRUE,Damaged,SL,1548147,,1598,TRUE,,
3/23/2021,VW325,Elevation Legging,BCM,S,1,Out,TRUE,Damaged,SL,1548147,,1598,TRUE,,
3/23/2021,VW323,Daily Legging,BLK,S,1,Out,TRUE,Damaged,SL,1548147,,1598,TRUE,,
3/23/2021,VW409,Clean Elevation Legging ,HOR,M,1,Out,TRUE,Damaged,SL,1548147,,1598,TRUE,,
3/23/2021,V418,Ponto Pant ,HCC,XXL,1,Out,TRUE,Damaged,SL,1548147,,1598,TRUE,,
3/23/2021,VW303,Performance Jogger ,BLK,L,1,Out,TRUE,Damaged,SL,1548147,,1598,TRUE,,
3/23/2021,V126,Strato Tee,HCL,L,1,Out,TRUE,Damaged,SL,1548147,,1598,TRUE,,
3/26/2021,V412,Ripstop Climber Pant,IND,L,1,In,FALSE,Lightspeed Return Giftcard,MK,,,,FALSE,,
3/26/2021,VW303,Performance Jogger,BLK,M,1,In,FALSE,Lightspeed Return Giftcard,MK,,,,FALSE,,
3/26/2021,VW303,Performance Jogger,BLK,M,1,Out,FALSE,Damaged,MK,,,,FALSE,,
3/26/2021,V344,Ponto Short,HTG,M,1,In,FALSE,Lightspeed Return Giftcard,MK,,,,FALSE,,
3/26/2021,VW303,Performance Jogger,BLK,S,1,In,FALSE,Lightspeed Return Giftcard,MK,,,,FALSE,,
3/26/2021,VW381,Clean Elevation Shorty,HBC,S,1,In,FALSE,Lightspeed Return Giftcard,MK,,,,FALSE,,
3/26/2021,V418,Ponto Pant ,HCC,M,1,In,FALSE,Lightspeed Return Giftcard,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
,,,,,,,FALSE,,,,,,FALSE,,
